mean,title
4.33,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
3.64,Looper (2012)
3.76,"Madness of King George, The (1994)"
4.14,There Will Be Blood (2007)
2.9,Lara Croft: Tomb Raider (2001)
3.22,Copycat (1995)
3.74,"Insider, The (1999)"
3.74,Captain America: The Winter Soldier (2014)
3.5,Underworld (2003)
3.61,Finding Neverland (2004)
3.3,"Thin Red Line, The (1998)"
3.5,Tropic Thunder (2008)
3.83,X-Men: Days of Future Past (2014)
3.48,Ocean's Thirteen (2007)
3.48,K-PAX (2001)
3.58,Gravity (2013)
4.09,"Grand Day Out with Wallace and Gromit, A (1989)"
2.94,Hannibal (2001)
3.27,What About Bob? (1991)
3.08,Cool Runnings (1993)
3.68,"Blind Side, The  (2009)"
3.68,Pineapple Express (2008)
3.56,Iron Man 3 (2013)
4.05,Monty Python's And Now for Something Completely Different (1971)
3.55,Captain America: The First Avenger (2011)
3.77,Sabrina (1954)
3.23,Hackers (1995)
3.42,U-571 (2000)
4.02,"Killing Fields, The (1984)"
3.88,Arsenic and Old Lace (1944)
2.96,Bowfinger (1999)
3.75,October Sky (1999)
3.63,Life of Pi (2012)
4.15,Ghost in the Shell (Kôkaku kidôtai) (1995)
3.1,Fatal Attraction (1987)
3.72,Silver Linings Playbook (2012)
3.72,Sweeney Todd: The Demon Barber of Fleet Street (2007)
3.84,John Wick (2014)
4.29,Harold and Maude (1971)
3.98,Argo (2012)
3.0,Panic Room (2002)
3.47,Team America: World Police (2004)
3.17,"Incredible Hulk, The (2008)"
2.83,Indiana Jones and the Kingdom of the Crystal Skull (2008)
4.09,Wallace & Gromit: The Best of Aardman Animation (1996)
3.81,Lilo & Stitch (2002)
3.24,"Indian in the Cupboard, The (1995)"
3.32,"Long Kiss Goodnight, The (1996)"
3.78,Moonrise Kingdom (2012)
3.22,"Running Man, The (1987)"
3.42,Tootsie (1982)
3.91,Ex Machina (2015)
3.3,Insomnia (2002)
4.04,Do the Right Thing (1989)
3.03,Sister Act (1992)
3.89,"Gods Must Be Crazy, The (1980)"
3.21,Blade II (2002)
3.41,Live Free or Die Hard (2007)
3.52,Patriot Games (1992)
3.63,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
4.02,All the President's Men (1976)
3.5,Babel (2006)
3.5,JFK (1991)
3.27,Muriel's Wedding (1994)
3.27,Matilda (1996)
3.86,Big Trouble in Little China (1986)
3.58,Bullets Over Broadway (1994)
3.16,Jay and Silent Bob Strike Back (2001)
4.3,In the Name of the Father (1993)
3.57,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
3.45,Hercules (1997)
3.96,"Apartment, The (1960)"
3.24,Pretty in Pink (1986)
4.28,Logan (2017)
2.96,Never Been Kissed (1999)
3.55,First Blood (Rambo: First Blood) (1982)
3.44,Red Dragon (2002)
3.67,Sleepers (1996)
3.93,Rogue One: A Star Wars Story (2016)
3.93,Guardians of the Galaxy 2 (2017)
3.31,To Die For (1995)
3.1,Swordfish (2001)
4.06,Roman Holiday (1953)
3.18,Saw (2004)
3.5,Fried Green Tomatoes (1991)
3.75,Night of the Living Dead (1968)
3.75,True Grit (2010)
3.75,Sleeper (1973)
3.62,Frozen (2013)
3.6,Easy Rider (1969)
3.37,City Slickers (1991)
3.37,Rush Hour 2 (2001)
3.47,Brave (2012)
3.71,Finding Forrester (2000)
3.15,Star Trek: Insurrection (1998)
3.35,Final Fantasy: The Spirits Within (2001)
3.35,"Island, The (2005)"
3.85,"Planes, Trains & Automobiles (1987)"
3.06,Anger Management (2003)
3.98,Arrival (2016)
3.34,Wag the Dog (1997)
3.83,Gandhi (1982)
3.96,"Big Short, The (2015)"
3.8,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
3.8,Easy A (2010)
3.11,Meet the Fockers (2004)
2.85,Jurassic Park III (2001)
4.1,Dial M for Murder (1954)
2.93,Final Destination (2000)
4.23,"Third Man, The (1949)"
4.23,All About Eve (1950)
4.06,3:10 to Yuma (2007)
3.26,Conan the Barbarian (1982)
3.88,Moneyball (2011)
3.87,21 Jump Street (2012)
3.05,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
3.72,Ant-Man (2015)
3.35,"Negotiator, The (1998)"
3.05,Sgt. Bilko (1996)
3.14,Phone Booth (2002)
4.19,On the Waterfront (1954)
3.72,Halloween (1978)
3.47,Dracula (Bram Stoker's Dracula) (1992)
3.59,Mission: Impossible III (2006)
3.7,Gosford Park (2001)
4.0,Dangerous Liaisons (1988)
3.98,Strangers on a Train (1951)
2.76,Fantastic Four (2005)
3.69,Better Off Dead... (1985)
4.15,Little Big Man (1970)
3.55,Step Brothers (2008)
2.84,Multiplicity (1996)
3.69,Star Trek Into Darkness (2013)
2.83,Junior (1994)
2.36,"Flintstones, The (1994)"
3.41,Titan A.E. (2000)
2.41,Striptease (1996)
2.74,"Brady Bunch Movie, The (1995)"
3.94,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
3.63,"Grifters, The (1990)"
3.06,"Beach, The (2000)"
3.77,"Virgin Suicides, The (1999)"
3.92,Her (2013)
3.25,"Amazing Spider-Man, The (2012)"
3.75,"Cider House Rules, The (1999)"
4.06,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
3.9,Secretary (2002)
4.04,Before Sunrise (1995)
3.59,Scent of a Woman (1992)
4.22,To Catch a Thief (1955)
3.46,Mighty Aphrodite (1995)
3.46,"Girl, Interrupted (1999)"
3.22,"Saint, The (1997)"
3.33,Courage Under Fire (1996)
3.71,"Lost Boys, The (1987)"
3.86,Shooter (2007)
2.82,Tank Girl (1995)
3.69,"Last Emperor, The (1987)"
3.56,Moonstruck (1987)
4.0,Shine (1996)
3.56,Pride & Prejudice (2005)
3.43,Broadcast News (1987)
3.84,"Big Chill, The (1983)"
3.54,"People vs. Larry Flynt, The (1996)"
3.67,Waking Ned Devine (a.k.a. Waking Ned) (1998)
3.29,Grumpy Old Men (1993)
3.82,"Day the Earth Stood Still, The (1951)"
3.28,How to Lose a Guy in 10 Days (2003)
3.52,Avengers: Age of Ultron (2015)
3.65,National Lampoon's Vacation (1983)
3.5,"History of Violence, A (2005)"
3.63,The Hunger Games: Catching Fire (2013)
2.95,"Quick and the Dead, The (1995)"
3.78,Cape Fear (1991)
2.85,Lethal Weapon 4 (1998)
3.92,Dr. Horrible's Sing-Along Blog (2008)
3.48,Spy Game (2001)
3.92,Tangled (2010)
3.03,Shallow Hal (2001)
3.03,"Craft, The (1996)"
3.9,Three Colors: Blue (Trois couleurs: Bleu) (1993)
3.46,Rise of the Planet of the Apes (2011)
3.02,Wild Things (1998)
3.88,Waiting for Guffman (1996)
2.21,Batman & Robin (1997)
3.72,Modern Times (1936)
3.08,Resident Evil (2002)
3.43,Cube (1997)
3.43,Grindhouse (2007)
3.56,Jacob's Ladder (1990)
3.54,Private Parts (1997)
4.0,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
4.0,Bound (1996)
3.52,"Transporter, The (2002)"
2.86,"Bodyguard, The (1992)"
2.69,Bring It On (2000)
2.95,Down Periscope (1996)
3.37,Patch Adams (1998)
3.37,"Jerk, The (1979)"
3.64,Excalibur (1981)
3.25,Strange Days (1995)
3.25,Talladega Nights: The Ballad of Ricky Bobby (2006)
3.64,King Kong (1933)
2.94,Beavis and Butt-Head Do America (1996)
3.35,Cloverfield (2008)
3.93,Amores Perros (Love's a Bitch) (2000)
2.92,Scream 2 (1997)
3.6,Sliding Doors (1998)
2.73,"Dude, Where's My Car? (2000)"
2.29,Hollow Man (2000)
3.58,"Hobbit: The Desolation of Smaug, The (2013)"
3.44,Pay It Forward (2000)
3.58,"Sword in the Stone, The (1963)"
4.47,"Streetcar Named Desire, A (1951)"
3.3,Wayne's World 2 (1993)
3.3,Prometheus (2012)
3.18,"Waterboy, The (1998)"
3.87,The Hunger Games: Mockingjay - Part 1 (2014)
3.87,Capote (2005)
3.42,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
3.56,Midnight in Paris (2011)
3.69,"Return of the Pink Panther, The (1975)"
2.39,Free Willy (1993)
4.02,Network (1976)
4.02,"Cabin in the Woods, The (2012)"
3.03,Hancock (2008)
3.52,House of Flying Daggers (Shi mian mai fu) (2004)
3.65,"Natural, The (1984)"
3.5,"Prince of Egypt, The (1998)"
3.8,"Good bye, Lenin! (2003)"
3.12,Powder (1995)
3.37,Bad Santa (2003)
3.8,Duck Soup (1933)
3.5,"Man in the Iron Mask, The (1998)"
4.14,Doctor Zhivago (1965)
3.95,Midnight Cowboy (1969)
3.95,"Town, The (2010)"
3.35,Birdman: Or (The Unexpected Virtue of Ignorance) (2014)
3.78,Bottle Rocket (1996)
3.33,Muppet Treasure Island (1996)
2.47,Showgirls (1995)
3.6,"Remains of the Day, The (1993)"
3.6,Super Troopers (2001)
3.76,"Fighter, The (2010)"
3.76,Pink Floyd: The Wall (1982)
3.93,"River Runs Through It, A (1992)"
2.97,Romy and Michele's High School Reunion (1997)
3.74,Driving Miss Daisy (1989)
3.05,Sweet Home Alabama (2002)
3.86,eXistenZ (1999)
4.05,Captain Phillips (2013)
3.86,"Right Stuff, The (1983)"
3.7,Live and Let Die (1973)
4.25,Notorious (1946)
2.56,Hulk (2003)
3.67,Elizabeth (1998)
3.84,25th Hour (2002)
4.22,Miller's Crossing (1990)
3.02,Robin Hood: Prince of Thieves (1991)
3.82,"Evil Dead, The (1981)"
2.62,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
3.82,"Omen, The (1976)"
3.48,L.A. Story (1991)
3.8,Terms of Endearment (1983)
2.61,Dr. Dolittle (1998)
3.8,Planet Terror (2007)
3.8,"Simple Plan, A (1998)"
3.48,Thunderball (1965)
3.48,Bedknobs and Broomsticks (1971)
3.46,Tarzan (1999)
3.19,Rocky II (1979)
3.19,"Village, The (2004)"
3.07,Bedazzled (2000)
3.95,And Your Mother Too (Y tu mamá también) (2001)
3.46,Coming to America (1988)
3.44,"Sandlot, The (1993)"
3.44,Horrible Bosses (2011)
3.17,About Schmidt (2002)
3.59,"Sex, Lies, and Videotape (1989)"
2.84,She's All That (1999)
3.75,Wreck-It Ralph (2012)
2.95,Spy Kids (2001)
3.93,Heavenly Creatures (1994)
2.95,Mary Shelley's Frankenstein (Frankenstein) (1994)
3.3,21 Grams (2003)
3.3,28 Days (2000)
3.04,"Princess Diaries, The (2001)"
3.04,Evolution (2001)
3.9,"Little Princess, A (1995)"
2.72,Under Siege 2: Dark Territory (1995)
3.7,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)"
3.7,Hoosiers (a.k.a. Best Shot) (1986)
3.4,Dolores Claiborne (1995)
3.7,Doctor Strange (2016)
3.54,Welcome to the Dollhouse (1995)
3.13,Moonraker (1979)
3.13,Death Proof (2007)
3.13,¡Three Amigos! (1986)
3.86,Metropolis (1927)
3.0,"Nightmare on Elm Street, A (1984)"
3.68,Identity (2003)
3.68,Awakenings (1990)
4.03,Three Colors: White (Trzy kolory: Bialy) (1994)
3.83,Delicatessen (1991)
3.83,"Help, The (2011)"
3.66,Strictly Ballroom (1992)
2.78,Babe: Pig in the City (1998)
2.78,"Karate Kid, Part II, The (1986)"
3.66,Mission: Impossible - Ghost Protocol (2011)
4.03,Dogville (2003)
2.78,Deep Blue Sea (1999)
3.66,Wonder Boys (2000)
4.03,Thor: Ragnarok (2017)
2.88,Alice in Wonderland (2010)
3.81,Munich (2005)
3.64,Midnight Run (1988)
2.67,Star Trek V: The Final Frontier (1989)
4.21,High Noon (1952)
4.0,"Secret Life of Walter Mitty, The (2013)"
3.2,What Lies Beneath (2000)
2.5,Daredevil (2003)
3.98,"Last King of Scotland, The (2006)"
3.61,Captain America: Civil War (2016)
3.98,Dawn of the Dead (1978)
3.98,Dancer in the Dark (2000)
3.61,"Scanner Darkly, A (2006)"
3.98,Kids (1995)
3.46,"Frighteners, The (1996)"
2.74,Coyote Ugly (2000)
4.16,Spotlight (2015)
4.16,Lone Star (1996)
4.16,All About My Mother (Todo sobre mi madre) (1999)
3.76,Bridesmaids (2011)
2.93,Die Another Day (2002)
3.95,Being There (1979)
3.16,1408 (2007)
3.16,Lemony Snicket's A Series of Unfortunate Events (2004)
3.27,Mad Max Beyond Thunderdome (1985)
3.27,Bulworth (1998)
3.41,"American Werewolf in London, An (1981)"
3.14,Serendipity (2001)
3.74,We're the Millers (2013)
2.71,Rocky IV (1985)
2.53,Bio-Dome (1996)
3.71,Boiler Room (2000)
3.25,"Secret Garden, The (1993)"
4.33,"Hustler, The (1961)"
3.9,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)
2.52,Home Alone 2: Lost in New York (1992)
4.31,Once Upon a Time in the West (C'era una volta il West) (1968)
3.23,Pirates of the Caribbean: On Stranger Tides (2011)
2.67,Scream 3 (2000)
3.23,Logan's Run (1976)
3.1,Young Guns (1988)
3.88,"Downfall (Untergang, Der) (2004)"
3.21,Flight of the Navigator (1986)
3.21,Freaky Friday (2003)
2.85,Forever Young (1992)
3.35,"Mexican, The (2001)"
3.21,"Holiday, The (2006)"
4.05,Ghost Dog: The Way of the Samurai (1999)
3.08,Superman Returns (2006)
4.25,"Outlaw Josey Wales, The (1976)"
4.03,"Red Violin, The (Violon rouge, Le) (1998)"
3.82,"Perks of Being a Wallflower, The (2012)"
4.03,Eastern Promises (2007)
3.62,Ever After: A Cinderella Story (1998)
3.3,Backdraft (1991)
4.22,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
3.17,Scrooged (1988)
3.3,"Chronicles of Riddick, The (2004)"
4.0,Henry V (1989)
4.0,Blood Simple (1984)
3.6,28 Weeks Later (2007)
3.6,Super 8 (2011)
3.28,"Bridges of Madison County, The (1995)"
3.78,"Good Night, and Good Luck. (2005)"
3.43,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
2.9,"13th Warrior, The (1999)"
3.78,Dirty Harry (1971)
3.78,Friday (1995)
4.17,Nightcrawler (2014)
4.17,Rebecca (1940)
3.41,Now You See Me (2013)
2.88,Dick Tracy (1990)
3.75,Wall Street (1987)
3.26,Jurassic World (2015)
3.0,Teenage Mutant Ninja Turtles (1990)
3.41,Sleeping Beauty (1959)
3.55,For Your Eyes Only (1981)
2.87,X-Men Origins: Wolverine (2009)
3.1,Midnight in the Garden of Good and Evil (1997)
3.55,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
3.24,Night at the Museum (2006)
3.55,Charlotte's Web (1973)
3.08,Fletch (1985)
2.74,"Island of Dr. Moreau, The (1996)"
3.52,Zack and Miri Make a Porno (2008)
3.7,Four Rooms (1995)
3.22,Ice Age 2: The Meltdown (2006)
3.7,"Animatrix, The (2003)"
4.08,Mr. Smith Goes to Washington (1939)
3.34,Forget Paris (1995)
3.87,"Professional, The (Le professionnel) (1981)"
4.08,Fantastic Mr. Fox (2009)
3.5,Diamonds Are Forever (1971)
2.94,Pee-wee's Big Adventure (1985)
4.32,Double Indemnity (1944)
3.68,Real Genius (1985)
2.94,Event Horizon (1997)
3.04,Along Came Polly (2004)
3.04,National Treasure: Book of Secrets (2007)
3.48,"Ghost and the Darkness, The (1996)"
3.48,Broken Flowers (2005)
3.48,"Secret of NIMH, The (1982)"
3.65,From Hell (2001)
2.52,Spy Hard (1996)
3.45,I Heart Huckabees (2004)
3.45,Keeping the Faith (2000)
2.79,In & Out (1997)
3.82,Layer Cake (2004)
4.26,Touch of Evil (1958)
3.82,Battlestar Galactica (2003)
2.79,Airheads (1994)
3.62,Role Models (2008)
3.62,Pitch Perfect (2012)
3.3,Man of Steel (2013)
3.13,"Family Man, The (2000)"
3.43,Snowpiercer (2013)
3.6,Shallow Grave (1994)
3.43,"Darjeeling Limited, The (2007)"
3.43,"Walk in the Clouds, A (1995)"
3.27,Arlington Road (1999)
3.6,Megamind (2010)
3.58,Major League (1989)
3.58,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
4.21,Crumb (1994)
3.11,Blast from the Past (1999)
3.58,"Fox and the Hound, The (1981)"
4.21,"Conversation, The (1974)"
3.25,Milk Money (1994)
3.74,"Muppet Christmas Carol, The (1992)"
3.94,Rashomon (Rashômon) (1950)
3.38,Repo Man (1984)
3.74,Cloud Atlas (2012)
3.55,"Score, The (2001)"
2.84,Pushing Tin (1999)
2.45,Lost in Space (1998)
2.84,"Bone Collector, The (1999)"
3.2,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
3.92,Tucker & Dale vs Evil (2010)
3.92,Crimes and Misdemeanors (1989)
3.2,Working Girl (1988)
3.68,Waking Life (2001)
3.5,Red (2010)
3.68,22 Jump Street (2014)
3.68,Ray (2004)
3.31,Thor: The Dark World (2013)
3.16,Wanted (2008)
3.86,Bringing Up Baby (1938)
3.31,WarGames (1983)
3.02,U.S. Marshals (1998)
3.31,"Paper, The (1994)"
4.09,Cinderella Man (2005)
3.83,Nixon (1995)
3.83,American Splendor (2003)
3.83,127 Hours (2010)
3.63,50/50 (2011)
3.29,Starsky & Hutch (2004)
3.29,Ted (2012)
3.45,Gone Baby Gone (2007)
3.0,Mickey Blue Eyes (1999)
2.65,"Mighty Ducks, The (1992)"
2.65,Scary Movie 2 (2001)
4.06,Kiki's Delivery Service (Majo no takkyûbin) (1989)
4.06,Miracle on 34th Street (1947)
3.11,"Arrival, The (1996)"
2.85,Under Siege (1992)
3.61,Apocalypto (2006)
3.81,Blade Runner 2049 (2017)
2.63,Spawn (1997)
3.81,Hellboy II: The Golden Army (2008)
3.26,"Other Guys, The (2010)"
3.11,Weird Science (1985)
4.03,"Elephant Man, The (1980)"
4.03,"Man Who Would Be King, The (1975)"
3.42,Holes (2003)
2.98,Click (2006)
4.25,"Sweet Hereafter, The (1997)"
3.58,Kung Fu Hustle (Gong fu) (2004)
3.58,Despicable Me 2 (2013)
3.75,The Hateful Eight (2015)
3.75,21 (2008)
3.75,Hugo (2011)
3.21,"View to a Kill, A (1985)"
3.97,Dallas Buyers Club (2013)
4.22,Three Colors: Red (Trois couleurs: Rouge) (1994)
3.75,"Name of the Rose, The (Name der Rose, Der) (1986)"
2.11,I Know What You Did Last Summer (1997)
3.38,"Great Gatsby, The (2013)"
3.19,13 Going on 30 (2004)
3.72,Idiocracy (2006)
3.72,"Bronx Tale, A (1993)"
3.72,Boyz N the Hood (1991)
3.72,Immortal Beloved (1994)
3.35,Anastasia (1997)
3.05,White Men Can't Jump (1992)
2.77,"Lawnmower Man, The (1992)"
4.43,Ran (1985)
3.69,Seabiscuit (2003)
3.02,Police Academy (1984)
2.77,xXx (2002)
3.32,Adventures in Babysitting (1987)
4.16,Untitled Spider-Man Reboot (2017)
3.91,Let the Right One In (Låt den rätte komma in) (2008)
4.16,Prisoners (2013)
3.5,Amistad (1997)
3.17,"Adjustment Bureau, The (2011)"
3.32,Licence to Kill (1989)
4.16,Grave of the Fireflies (Hotaru no haka) (1988)
3.91,Michael Clayton (2007)
2.89,Space Cowboys (2000)
3.47,Soylent Green (1973)
4.12,Happiness (1998)
3.47,One Hour Photo (2002)
4.12,"Legend of Drunken Master, The (Jui kuen II) (1994)"
4.12,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
3.67,Smoke (1995)
3.47,Benny & Joon (1993)
4.12,Dirty Rotten Scoundrels (1988)
3.47,"Hard Day's Night, A (1964)"
2.87,Stigmata (1999)
3.3,Oblivion (2013)
3.3,Déjà Vu (Deja Vu) (2006)
3.88,"Ice Storm, The (1997)"
2.64,RoboCop 2 (1990)
3.3,27 Dresses (2008)
3.28,Short Circuit (1986)
2.73,Rocky III (1982)
2.71,Van Helsing (2004)
3.1,Wyatt Earp (1994)
3.82,Shaolin Soccer (Siu lam juk kau) (2001)
3.1,"Poseidon Adventure, The (1972)"
3.82,Boyhood (2014)
3.25,Behind Enemy Lines (2001)
4.06,Once Upon a Time in America (1984)
3.58,"Man with the Golden Gun, The (1974)"
1.95,Godzilla (1998)
3.07,"First Wives Club, The (1996)"
3.79,Serpico (1973)
3.79,Primer (2004)
3.56,"March of the Penguins (Marche de l'empereur, La) (2005)"
3.76,I Am Sam (2001)
2.91,Mr. Deeds (2002)
4.0,Hamlet (1996)
2.67,Desperately Seeking Susan (1985)
2.91,National Lampoon's Van Wilder (2002)
2.37,Charlie's Angels: Full Throttle (2003)
2.91,"Wedding Planner, The (2001)"
3.56,"Mariachi, El (1992)"
3.02,Shrek the Third (2007)
3.34,Nurse Betty (2000)
3.97,Rosencrantz and Guildenstern Are Dead (1990)
3.53,Stir of Echoes (1999)
3.34,Atlantis: The Lost Empire (2001)
2.76,Hocus Pocus (1993)
3.18,Intolerable Cruelty (2003)
2.76,Sphere (1998)
3.74,"Man Who Wasn't There, The (2001)"
2.86,Drop Zone (1994)
2.86,"Time Machine, The (2002)"
2.33,Angels in the Outfield (1994)
2.62,Dante's Peak (1997)
2.42,Buffy the Vampire Slayer (1992)
3.71,"Room with a View, A (1986)"
3.71,Letters from Iwo Jima (2006)
3.71,The Theory of Everything (2014)
4.17,Malcolm X (1992)
3.47,The Man from U.N.C.L.E. (2015)
3.91,Dawn of the Dead (2004)
3.12,"Girl Next Door, The (2004)"
3.68,Enchanted (2007)
3.68,Jarhead (2005)
3.68,Of Mice and Men (1992)
4.13,"Great Dictator, The (1940)"
3.44,"Spy Who Loved Me, The (1977)"
4.13,Kelly's Heroes (1970)
3.88,Monsters University (2013)
3.65,Something's Gotta Give (2003)
3.65,Mission: Impossible - Rogue Nation (2015)
3.26,Two Weeks Notice (2002)
3.08,Bill & Ted's Bogus Journey (1991)
3.42,Westworld (1973)
3.42,"Ref, The (1994)"
4.39,His Girl Friday (1940)
3.42,The Hobbit: The Battle of the Five Armies (2014)
2.93,"Money Pit, The (1986)"
3.24,Tron: Legacy (2010)
3.62,Rango (2011)
3.62,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
3.08,Solaris (2002)
3.08,George of the Jungle (1997)
3.42,"World's End, The (2013)"
2.8,G.I. Jane (1997)
4.1,Rebel Without a Cause (1955)
3.39,Clue (1985)
3.21,Shanghai Knights (2003)
4.07,"Odd Couple, The (1968)"
3.39,Bolt (2008)
2.9,Predator 2 (1990)
3.81,"Imaginarium of Doctor Parnassus, The (2009)"
3.05,Meet Joe Black (1998)
3.59,2010: The Year We Make Contact (1984)
3.05,Friends with Benefits (2011)
3.18,Airplane II: The Sequel (1982)
3.78,Frida (2002)
2.88,Mulholland Falls (1996)
3.02,Bridget Jones: The Edge of Reason (2004)
3.02,"Peacemaker, The (1997)"
4.32,It Happened One Night (1934)
3.56,"Dictator, The (2012)"
3.75,"Secret of Roan Inish, The (1994)"
3.75,Circle of Friends (1995)
3.16,Jack (1996)
3.33,Ladyhawke (1985)
3.16,Kalifornia (1993)
3.33,We Were Soldiers (2002)
3.75,Three Days of the Condor (3 Days of the Condor) (1975)
2.5,Little Nicky (2000)
3.53,Monster (2003)
3.53,Cloudy with a Chance of Meatballs (2009)
3.53,"I Love You, Man (2009)"
3.53,Falling Down (1993)
3.97,White Squall (1996)
3.97,Dead Man (1995)
3.97,Zero Effect (1998)
3.31,Dead Men Don't Wear Plaid (1982)
3.5,Jackass: The Movie (2002)
3.5,Kingdom of Heaven (2005)
3.31,Monster's Ball (2001)
3.72,"Outsiders, The (1983)"
2.48,Crocodile Dundee II (1988)
3.72,Closer (2004)
3.11,Star Trek: Nemesis (2002)
4.21,In the Mood For Love (Fa yeung nin wa) (2000)
3.47,"20,000 Leagues Under the Sea (1954)"
3.93,About Time (2013)
3.28,Men in Black III (M.III.B.) (M.I.B.³) (2012)
2.95,Homeward Bound: The Incredible Journey (1993)
3.69,Spy (2015)
2.81,"Jewel of the Nile, The (1985)"
3.44,Match Point (2005)
3.25,Terminator Salvation (2009)
3.44,Runaway Jury (2003)
3.66,"Treasure of the Sierra Madre, The (1948)"
3.87,"Commitments, The (1991)"
3.22,"Jackal, The (1997)"
3.62,History of the World: Part I (1981)
2.76,Aeon Flux (2005)
2.76,Reality Bites (1994)
3.62,12 Years a Slave (2013)
4.14,"Big Sleep, The (1946)"
2.5,Michael (1996)
3.59,"Magnificent Seven, The (1960)"
3.59,Half Baked (1998)
3.83,Fantasia 2000 (1999)
3.83,The Nice Guys (2016)
4.11,Zero Dark Thirty (2012)
3.03,Double Jeopardy (1999)
3.03,Robots (2005)
3.38,City of Angels (1998)
3.03,World War Z (2013)
3.38,What's Love Got to Do with It? (1993)
3.17,"American Tail, An (1986)"
3.35,Bob Roberts (1992)
3.35,"Recruit, The (2003)"
3.8,American Sniper (2014)
2.48,"Faculty, The (1998)"
4.07,8 1/2 (8½) (1963)
2.97,EDtv (1999)
2.69,Mission to Mars (2000)
3.32,Kung Fu Panda 2 (2011)
3.53,Syriana (2005)
3.53,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
3.14,"Bourne Legacy, The (2012)"
3.77,How to Train Your Dragon 2 (2014)
3.53,"Hurricane, The (1999)"
4.04,Talk to Her (Hable con Ella) (2002)
4.04,Once Were Warriors (1994)
4.04,Barton Fink (1991)
